ID,Comment
404,真可怕，藍白舔共成這樣，還有年輕人相信，台灣被共產黨統一不遠了
405,新北市藍白還不錯
406,"上一集加起來 民進黨基本盤還是4成
不整合太危險"
407,洪甘七逃
408,國昌 四川都可
409,我只支持國民黨，蘇巧慧占蘇貞昌光，自己又沒能力黃國昌太陽花運動人物小綠又變民眾黨，立場不定跟柯文哲一樣投機取巧的政客
410,整體選民結構，年輕人還是偏少，不過這場也問到不少大齡的又好像有點參考價值，樂華夜市可能新北地緣包含中永和+新店的居民會比較多，這結果感覺有點意思~
411,民眾幫 又玩假民調 噁爛！
412,你们天天投票不烦么，还有正事干么
413,新北真的不太認識實在做事的川伯吔
414,黃國昌委員你要多多加油喔如果你的民調結果最高的話，吾，就堅決支持你代表，藍，白，選新北市長哦
415,"如果今天
是柯文哲
當選總統
還得了
現在翹惡狼腿
交待國昌辦事
清除異己
光電.大水庫.大峽谷
忙得不可開銷"
416,蘇巧慧就不用出來白費功天啦！
417,蘇巧慧就不用出來白費功天啦！
418,國昌加油
419,有老師投老師、有川伯投川伯，一個應該主攻整頓、一個主攻建設，兩個都很讚。反正民進黨選不到就可以了
420,"選哪一個黨都一樣
只要沒有
任何黨員身份
不是財團.椿腳、
任何關係
一般民眾
都沾不到邊好處
靠自己努力賺錢
最實在
就算黃國昌
當選新北市長
他也不會
每個月發給你們小草每個月10000塊"
421,怎麼民眾黨不找館長選新北呢？
422,"在位者也知道老人票比較鐵
少子化搞不好也是有意為之
一切都是套路"
423,真的 2026新北藍白合一定贏
424,很棒的設計，更可以看出民眾的想法，  看起來藍白整合的話，戰神對上李四川應該是4:6分，不過從這次的藍主席選就可以看出來，改革才是藍白底層最大的聲音
425,"蓝白之爭兩人倒綠得利
李四川有經驗會做的更好
黃國昌囂張成不了器
參考"
426,現在政見都聽聽就好 根本是唬爛大賽
427,新北應該比較偏向白
428,川伯國昌都加油，
429,我選黃國蔥當烏干達總統投他一票~
430,"支持民眾黨年輕人
有很多還沒出社會
可能頭腦被灌輸思想老師說什麼
就信什麼？
沒其他選擇....
書呆加沒有社會經驗
被詐騙集團
騙的團團轉"
431,支持民眾黨科學，理性，清白貪污
432,輸的家人去上網去查ㄧ下
433,"李四川吧
真的有經驗，有想法，有能力的市長人選。
但黃國昌是全國人民都需要，暫時立委繼續為我們加油好嗎？
南部人的期許"
434,QQ
435,"蘇主要還是靠爸爸光環才知道她是誰…
（畢竟我非新北生活圈內，所以不是很懂她個人在地影響力跟魅力與能力有多好）。上次綠營派林佳黑龍出戰新北，這次林佳黑龍又會挑戰哪裡6都首長（台南、高雄撇除，去其他地方也是當炮灰）？"
436,鼓勵黃國昌選新北的都是青鳥
437,批評黃國昌的永遠只能說他講話太大聲——這到底什麼水準？？ 笑死
438,看了真驕傲  還是我們中永和的人比較正常
439,科學理性務實，理念口號很響亮，果然年輕人都是有腦袋的。
440,必須要給民眾黨一個機會慢慢取代民進黨
